promotion_id,restaurant_id,promotion_name,discount_percentage,valid_from,valid_until,min_order_value,max_discount,terms_conditions,is_active
PROMO00983,Red_15926,Festive Sale,25.5,2020-07-29,2029-09-26,91.6,41.7,Offer valid on select items only. Terms and conditions apply.,True
PROMO00984,Outback_40375,Weekend Offer,5.21,2020-01-20,2029-03-29,15.66,88.76,Offer valid on select items only. Terms and conditions apply.,False
PROMO00985,Chili's_38639,Limited Time Offer,44.09,2020-01-02,2029-04-28,58.17,72.8,Offer valid on select items only. Terms and conditions apply.,True
PROMO00986,Outback_13675,Limited Time Offer,14.75,2021-09-04,2030-01-01,62.16,90.51,Offer valid on select items only. Terms and conditions apply.,False
PROMO00987,Texas_56057,Special Deal,49.38,2022-12-06,2025-12-20,91.03,42.39,Offer valid on select items only. Terms and conditions apply.,False
PROMO00988,Panera_56888,Festive Sale,9.09,2022-05-25,2025-02-14,32.86,45.64,Offer valid on select items only. Terms and conditions apply.,False
PROMO00989,Red_67176,Weekend Offer,19.23,2024-09-21,2028-02-03,75.64,95.7,Offer valid on select items only. Terms and conditions apply.,True
PROMO00990,P.F._20563,Holiday Discount,40.72,2021-06-21,2028-11-28,51.64,59.07,Offer valid on select items only. Terms and conditions apply.,True
PROMO00991,Olive_37381,Holiday Discount,23.46,2024-09-16,2028-12-17,11.82,29.91,Offer valid on select items only. Terms and conditions apply.,False
PROMO00992,Olive_92591,Festive Sale,23.46,2022-10-17,2026-11-01,16.45,14.66,Offer valid on select items only. Terms and conditions apply.,True
PROMO00993,Chipotle_15602,Weekend Offer,28.93,2022-12-23,2026-10-03,86.87,89.77,Offer valid on select items only. Terms and conditions apply.,True
PROMO00994,P.F._12333,Limited Time Offer,26.9,2022-09-16,2028-09-28,99.25,38.54,Offer valid on select items only. Terms and conditions apply.,False
PROMO00995,Chili's_49009,Holiday Discount,15.22,2023-07-12,2028-04-14,69.53,28.13,Offer valid on select items only. Terms and conditions apply.,True
PROMO00996,Outback_82425,Limited Time Offer,38.39,2024-06-17,2026-05-18,14.89,85.03,Offer valid on select items only. Terms and conditions apply.,True
PROMO00997,Outback_32665,Weekend Offer,6.18,2022-09-03,2025-10-10,81.12,9.96,Offer valid on select items only. Terms and conditions apply.,True
PROMO00998,Red_29416,Weekend Offer,44.48,2021-11-01,2026-07-12,45.32,14.03,Offer valid on select items only. Terms and conditions apply.,True
PROMO00999,Panera_168,Festive Sale,33.87,2021-07-25,2027-11-03,14.9,73.01,Offer valid on select items only. Terms and conditions apply.,True
PROMO01000,The_78280,Special Deal,25.46,2022-08-09,2028-06-06,70.72,11.08,Offer valid on select items only. Terms and conditions apply.,True
